Customer Id,Customer Fname,Customer Lname,Customer Segment
7663,Mary,Smith,Corporate
15991,Brynn,Clayton,Corporate
11602,Mary,Smith,Corporate
271,Justin,White,Corporate
10870,Mary,Haas,Corporate
5745,Mary,Rodriguez,Corporate
3195,Mary,Smith,Corporate
2923,Mary,Smith,Corporate
5790,Mary,Young,Corporate
1608,Michael,Smith,Corporate
7597,Catherine,Smith,Corporate
18675,Veronica,Bond,Corporate
15602,Alea,Herring,Corporate
15526,Doris,Barr,Corporate
9932,Wayne,Smith,Corporate
15396,Joelle,Winters,Corporate
5520,Virginia,Smith,Corporate
10484,Gregory,Carroll,Corporate
8325,Donald,Smith,Corporate
835,Gloria,Smith,Corporate
2528,Mary,Acevedo,Corporate
8207,Charles,Jordan,Corporate
6724,Benjamin,Smith,Corporate
10508,Angela,Meadows,Corporate
5471,Donald,Smith,Corporate
2484,Sarah,Smith,Corporate
6512,Rachel,Burke,Corporate
5202,Mary,Smith,Corporate
9491,John,Smith,Corporate
17136,Jessica,Mercado,Corporate
17172,Veronica,Holmes,Corporate
15192,Kameko,Duffy,Corporate
18620,Dakota,Copeland,Corporate
15203,Yuri,Watkins,Corporate
15257,Carolyn,Robinson,Corporate
17754,Stacey,Jimenez,Corporate
18616,Meghan,Boyer,Corporate
20067,Simone,Sweeney,Corporate
15216,Sacha,Elliott,Corporate
5210,Thomas,Kelly,Corporate
12060,Mary,Robinson,Corporate
5523,Mary,Krueger,Corporate
12206,Mary,Jackson,Corporate
11898,Debra,Smith,Corporate
3266,Mary,Salinas,Corporate
2219,Mary,Chung,Corporate
6926,Ashley,Powell,Consumer
10865,Albert,Contreras,Consumer
11574,Mary,Guzman,Consumer
7636,Elizabeth,Smith,Consumer
9240,Janice,Brown,Consumer
7066,Emma,Mcclain,Consumer
9476,Linda,Hoffman,Consumer
8177,Janet,Parker,Consumer
12426,Jordan,Valdez,Consumer
10278,Mary,Farrell,Consumer
11716,Robert,Jones,Consumer
5585,Mary,Wilson,Consumer
3529,Victoria,Weaver,Consumer
6521,Mary,Hanson,Consumer
8709,Mary,Smith,Consumer
4829,Mary,Smith,Consumer
1611,Jennifer,Smith,Consumer
4278,Andrew,Smith,Consumer
7271,Karen,Barber,Consumer
9305,Mary,Evans,Consumer
9017,Anna,Kelly,Consumer
7712,Hannah,Smith,Consumer
7845,Walter,Marshall,Consumer
411,Mary,Smith,Consumer
5983,Mary,Anderson,Consumer
10442,Mary,Hall,Consumer
810,Mary,Smith,Consumer
5265,Sarah,Rogers,Consumer
329,Samantha,Higgins,Consumer
8513,Alexander,Harris,Consumer
2687,Kelly,Smith,Consumer
6006,Mary,Smith,Consumer
4840,Mary,Marshall,Consumer
3787,Kevin,Vang,Consumer
5458,Harold,Smith,Consumer
8005,Robert,Lambert,Consumer
9383,Charles,Smith,Consumer
10462,Carolyn,Smith,Consumer
8618,Joan,Trujillo,Consumer
10052,Mary,Aguilar,Consumer
9942,Lisa,Moore,Consumer
8350,Mary,Bennett,Consumer
9587,Robert,Hawkins,Consumer
5359,Raymond,Wu,Consumer
10481,Nicole,Baker,Consumer
10592,Ethan,Smith,Consumer
4965,Mary,Gutierrez,Consumer
1048,Frances,Terrell,Consumer
11277,Nicole,Gordon,Consumer
10601,Patrick,Mayo,Consumer
7432,Betty,Smith,Consumer
6500,Joyce,Leblanc,Consumer
4094,Judith,Smith,Consumer
11435,Amber,Smith,Consumer
7366,William,Ellison,Consumer
7442,Brenda,Evans,Consumer
4407,Mary,Ward,Consumer
1124,Katherine,Cain,Consumer
9761,Helen,Smith,Consumer
8885,Mary,Smith,Consumer
2476,Gerald,Smith,Consumer
2600,Deborah,Smith,Consumer
11211,Mary,Yu,Consumer
2867,Wayne,Woods,Consumer
8120,Stephanie,Perry,Consumer
8192,Kathryn,Marshall,Consumer
7744,Kathleen,Kelley,Consumer
7935,Mary,Williams,Consumer
9124,Donald,Wheeler,Consumer
2811,Thomas,Smith,Consumer
5645,Mary,Villegas,Consumer
6086,Mary,Hutchinson,Consumer
1659,Mary,Smith,Consumer
2943,Crystal,Edwards,Consumer
6580,Anthony,Dorsey,Consumer
11955,William,Smith,Consumer
2611,Nicholas,Hood,Consumer
4159,Mary,Castillo,Consumer
5829,Mary,Smith,Consumer
11575,William,Smith,Consumer
4795,Mary,Smith,Consumer
719,Mary,Hughes,Consumer
7916,Mary,Richardson,Consumer
1436,Sarah,Smith,Consumer
1775,Sharon,Hernandez,Consumer
2733,David,Smith,Consumer
2337,Mary,Smith,Consumer
5153,Evelyn,Smith,Consumer
799,Danielle,Smith,Consumer
6060,Michael,Smith,Consumer
7298,Mary,Barnes,Consumer
5978,Lauren,Smith,Consumer
4221,Robert,Smith,Consumer
827,Tyler,Smith,Consumer
7758,Joyce,Howe,Consumer
3180,Raymond,Smith,Consumer
7775,Amy,Le,Consumer
5554,Hannah,Ferguson,Consumer
2633,Matthew,Figueroa,Consumer
5324,Mary,Patterson,Consumer
4787,Brian,Smith,Consumer
8424,Robert,Smith,Consumer
6768,Catherine,Smith,Consumer
2449,Mary,Burke,Consumer
4228,Michael,Jennings,Consumer
3404,Billy,Thompson,Consumer
10194,Bobby,Walker,Consumer
3708,Judy,Miller,Consumer
4181,Aaron,Hudson,Consumer
10713,Mary,Prince,Consumer
3685,Mary,Watson,Consumer
7623,Matthew,Smith,Consumer
11453,Mary,Smith,Consumer
3201,Kathleen,Smith,Consumer
3785,Brian,Smith,Consumer
705,Timothy,Smith,Consumer
9149,Ronald,Whitehead,Consumer
11369,Mary,Rodriguez,Consumer
5770,Brandon,Johnson,Consumer
455,Jeffrey,Smith,Consumer
4600,Roger,Barron,Consumer
11505,Michael,Schultz,Consumer
3813,Andrew,Smith,Consumer
8084,Mary,Smith,Consumer
1524,Nathan,Walker,Consumer
10122,Mary,Watson,Consumer
8003,Diane,Zimmerman,Consumer
1407,Olivia,White,Consumer
10424,Beverly,Smith,Consumer
4624,Kenneth,Matthews,Consumer
838,Mary,Smith,Consumer
10241,Patricia,Kidd,Consumer
10062,Judith,Smith,Consumer
2302,Elizabeth,Lopez,Consumer
7448,Lauren,Smith,Consumer
4931,Arthur,Smith,Consumer
1426,Mary,Conner,Consumer
11914,William,Collins,Consumer
256,David,Rodriguez,Consumer
4090,Mary,Middleton,Consumer
7852,Mary,Greene,Consumer
5300,Joseph,Smith,Consumer
7562,Thomas,Hayes,Consumer
1543,Mary,Smith,Consumer
3873,Stephanie,Hunter,Consumer
10739,Doris,Nguyen,Consumer
2223,Sharon,Hoffman,Consumer
5877,Mary,Patel,Consumer
11585,Mary,Smith,Consumer
8588,Ronald,Smith,Consumer
3090,Mary,Smith,Consumer
1049,Mary,Smith,Consumer
7342,Julia,Hicks,Consumer
7829,Raymond,Smith,Consumer
7123,Carl,Smith,Consumer
4592,Mary,Sanchez,Consumer
4377,Mary,Chang,Consumer
4529,Steven,Morgan,Consumer
2758,Kimberly,Perez,Consumer
9819,Crystal,Smith,Consumer
6583,Heather,Ibarra,Consumer
7544,Barbara,Smith,Consumer
5487,Eugene,Rogers,Consumer
1528,Anthony,Smith,Consumer
11218,Louis,Novak,Consumer
4752,Mary,Smith,Consumer
1295,Theresa,Lopez,Consumer
9753,Jonathan,Johnson,Consumer
4846,Mary,Lambert,Consumer
6892,Robert,Kramer,Consumer
6470,Douglas,Smith,Consumer
12164,Robert,Hawkins,Consumer
3543,Matthew,Rasmussen,Consumer
2520,Gregory,Buck,Consumer
9692,Carolyn,Price,Consumer
8047,Gary,Smith,Consumer
3710,Ashley,Smith,Consumer
7293,Mary,Ryan,Consumer
3319,Adam,Prince,Consumer
6880,Brenda,Smith,Consumer
5989,Kathleen,Becker,Consumer
11855,Mary,Small,Consumer
10012,Robert,Montoya,Consumer
10589,Mary,Smith,Consumer
7183,Anna,Smith,Consumer
4850,Mary,Smith,Consumer
6325,Victoria,Smith,Consumer
1793,Mary,Burke,Consumer
5974,Harold,Weiss,Consumer
6441,Mary,Harris,Consumer
76,Joseph,Young,Consumer
9179,Mary,Pearson,Consumer
5928,Janice,Chavez,Consumer
4548,Ruth,Smith,Consumer
2373,Mary,Smith,Consumer
10251,Mary,Nguyen,Consumer
9928,Mary,Smith,Consumer
7951,Amy,Salazar,Consumer
12051,Ethan,Cox,Consumer
11516,Kevin,Smith,Consumer
349,Aaron,Berger,Consumer
12368,Alice,Smith,Consumer
3525,Joseph,Flores,Consumer
871,Deborah,Smith,Consumer
8770,Mary,Smith,Consumer
7979,Mary,Smith,Consumer
11756,Linda,Long,Consumer
12299,Randy,Smith,Consumer
1670,Keith,Callahan,Consumer
11385,Mary,Stewart,Consumer
12189,Judith,Hicks,Consumer
11459,Mary,Smith,Consumer
3947,Mary,Blake,Consumer
9559,Austin,Smith,Consumer
9454,Mary,Carson,Consumer
12362,Mary,Smith,Consumer
7719,Dorothy,Smith,Consumer
7902,Mary,Smith,Consumer
7787,Robert,Christensen,Consumer
10222,Mark,Reyes,Consumer
6393,Mary,Smith,Consumer
6585,Andrew,Turner,Consumer
5227,Madison,Mcfarland,Consumer
1511,Julia,Stewart,Consumer
10505,Eugene,Wu,Consumer
1283,Ashley,White,Consumer
4568,Mary,Hodge,Consumer
1483,Olivia,Smith,Consumer
2675,Michael,Reynolds,Consumer
7383,Catherine,Washington,Consumer
606,Mary,Smith,Consumer
10682,Phillip,Smith,Consumer
4292,Sean,Smith,Consumer
10023,Victoria,Knight,Consumer
4930,Mary,Preston,Consumer
9396,Jacqueline,Smith,Consumer
12284,Mary,Smith,Consumer
11037,Mary,Perry,Consumer
11833,Mary,Weaver,Consumer
2939,Kyle,Santiago,Consumer
11903,Ann,Werner,Consumer
11425,Kathy,Norman,Consumer
8171,Benjamin,Cole,Consumer
3407,Nancy,Myers,Consumer
1620,Stephen,Horton,Consumer
10701,Amanda,Smith,Consumer
7236,Mary,Smith,Consumer
1320,Mary,Bishop,Consumer
10279,David,Smith,Consumer
6003,Mary,Smith,Consumer
4538,Matthew,Smith,Consumer
11626,Debra,Bradshaw,Consumer
3762,Juan,Smith,Consumer
11656,Mary,Wyatt,Consumer
11131,Mary,Smith,Consumer
4491,Mary,Banks,Consumer
836,Mary,Anderson,Consumer
3761,Mary,Christian,Consumer
9152,Mary,Martinez,Consumer
1381,Doris,Sanchez,Consumer
8872,Mary,Garcia,Consumer
7382,Dorothy,Smith,Consumer
1466,Stephen,Cole,Consumer
10268,Amy,Washington,Consumer
10466,Mary,Smith,Consumer
773,Dylan,Horton,Consumer
7379,David,Mullins,Consumer
12041,Gary,Oneal,Consumer
4572,Crystal,Lucero,Consumer
8097,Marie,Martin,Consumer
7600,Mary,Tucker,Consumer
10239,Doris,Smith,Consumer
1155,Virginia,Miller,Consumer
1400,Aaron,Davis,Consumer
856,Dennis,Ramos,Consumer
10364,Mary,Simon,Consumer
3678,Alice,Castro,Consumer
11275,Kyle,Wheeler,Consumer
4876,Harry,Smith,Consumer
9849,Mary,Smith,Consumer
6516,Angela,Smith,Consumer
254,Diana,Hale,Consumer
8375,John,Smith,Consumer
8448,Deborah,Brown,Consumer
2681,Mary,Smith,Consumer
6798,Maria,Harvey,Consumer
11552,Mary,Smith,Consumer
3664,Mary,Smith,Consumer
2515,Susan,Smith,Consumer
9786,Mary,Harrison,Consumer
12403,Richard,Ferguson,Consumer
11862,Mary,Smith,Consumer
11765,Steven,Smith,Consumer
1876,Austin,Smith,Consumer
1078,Nancy,Smith,Consumer
2696,Ashley,Smith,Consumer
9650,Mary,Douglas,Consumer
914,Jacob,Martinez,Consumer
10760,Mary,Lang,Consumer
8250,Emma,Smith,Consumer
1689,Thomas,Smith,Consumer
755,Mary,Mayo,Consumer
1854,Lauren,Mcguire,Consumer
6285,Mary,Garcia,Consumer
4937,Mary,Rogers,Consumer
9570,William,Sampson,Consumer
9823,Mary,Camacho,Consumer
1022,Mary,Smith,Consumer
4212,Robert,Mendez,Consumer
1492,Gerald,Patel,Consumer
1091,Mary,Smith,Consumer
8342,Betty,Smith,Consumer
5383,Mary,Frye,Consumer
11175,Mary,Jones,Consumer
7482,Mary,Smith,Consumer
6737,Joyce,Smith,Consumer
7947,Mary,Andrews,Consumer
6095,Mary,Smith,Consumer
2962,Amy,Smith,Consumer
2787,Mary,Smith,Consumer
327,Mary,Smith,Consumer
10310,Virginia,Le,Consumer
11544,Diane,Perez,Consumer
7133,Kathy,Smith,Consumer
4556,Mary,Jackson,Consumer
12296,Anna,Smith,Consumer
1174,Douglas,Smith,Consumer
6423,Dylan,Smith,Consumer
4017,James,Goodwin,Consumer
6649,Mary,Smith,Consumer
4169,Mary,Palmer,Consumer
1565,Denise,Smith,Consumer
6279,Gary,Lewis,Consumer
10020,Mary,Wall,Consumer
1298,Susan,Fuller,Consumer
613,Emma,Smith,Consumer
2585,Kyle,Rice,Consumer
11778,Mary,Smith,Consumer
7180,Mary,Walton,Consumer
5242,Cheryl,Wang,Consumer
2959,Ronald,Smith,Consumer
987,Cheryl,Smith,Consumer
7625,Frances,Smith,Consumer
11567,Mary,Walker,Consumer
8056,John,Logan,Consumer
8616,Nicholas,Klein,Consumer
7925,William,Smith,Consumer
1482,Mary,Greene,Consumer
11177,Mary,Cowan,Consumer
4976,Mary,Smith,Consumer
12120,Pamela,Smith,Consumer
6288,Catherine,Johnson,Consumer
1300,Hannah,Hawkins,Consumer
733,Alice,Sellers,Consumer
2957,Eugene,Leach,Consumer
10357,Elizabeth,Smith,Consumer
1014,Mary,Maxwell,Consumer
6009,Mary,Smith,Consumer
11589,Mary,Anderson,Consumer
8734,Harry,Chambers,Consumer
5297,Mary,Smith,Consumer
590,Paul,Black,Consumer
8723,John,Ryan,Consumer
4147,Karen,Gillespie,Consumer
7725,Mary,Reid,Consumer
3101,George,Reyes,Consumer
12115,Lawrence,Smith,Consumer
5403,Mary,Smith,Consumer
9126,Philip,Anderson,Consumer
10371,Joseph,Smith,Consumer
9576,Hannah,Pena,Consumer
5196,Mary,Smith,Consumer
7713,Mary,Cruz,Consumer
2724,Dorothy,Smith,Consumer
9687,Mary,Mccormick,Consumer
449,Mary,Smith,Consumer
1215,Joe,Hart,Consumer
3674,Amy,Torres,Consumer
691,Mary,Terrell,Consumer
6626,Mary,Franklin,Consumer
226,Rose,Sanders,Consumer
6281,Eugene,Calderon,Consumer
3748,Brenda,Smith,Consumer
11238,Mary,Casey,Consumer
4852,Joshua,Smith,Consumer
1499,Mary,Smith,Consumer
6,Mary,Smith,Consumer
384,Mildred,Cunningham,Consumer
3313,Mary,Ortiz,Consumer
9443,Karen,Fox,Consumer
1317,Robert,Smith,Consumer
11764,Mary,Barnes,Consumer
4326,Mary,Ferguson,Consumer
2389,Mary,Smith,Consumer
7650,Mary,Smith,Consumer
1980,Mary,Smith,Consumer
2821,Mary,Williams,Consumer
11832,Sara,Williams,Consumer
9414,Gloria,Smith,Consumer
2794,Patricia,Allen,Consumer
6307,Gregory,Smith,Consumer
2382,Mary,Holloway,Consumer
10312,Evelyn,Lowe,Consumer
11789,Mary,Smith,Consumer
11967,Mary,Beard,Consumer
8014,Emily,Powers,Consumer
117,Mary,Smith,Consumer
8060,Sara,Logan,Consumer
2617,Mary,Smith,Consumer
3537,Ralph,Smith,Consumer
2235,David,Shields,Consumer
10146,Andrew,Smith,Consumer
9244,Mary,Smith,Consumer
3163,Mary,Carlson,Consumer
687,Ronald,Harrison,Consumer
9817,Sean,Hall,Consumer
10083,Mary,Cooper,Consumer
9263,Joe,Smith,Consumer
6417,Helen,Gomez,Consumer
11221,Mary,Pittman,Consumer
2403,Christopher,Hall,Consumer
1428,Mary,Clark,Consumer
6356,Mary,Smith,Consumer
2064,David,Garrison,Consumer
3720,Mary,Bowman,Consumer
4750,Mary,Smith,Consumer
3802,Timothy,Smith,Consumer
5856,Melissa,Gomez,Consumer
3331,Diane,Martinez,Consumer
11068,Roger,Smith,Consumer
11595,Zachary,Jones,Consumer
9486,Mary,Smith,Consumer
6476,Julie,Smith,Consumer
6458,Jonathan,Franco,Consumer
358,Megan,Lynch,Consumer
11775,Heather,Henry,Consumer
11407,Steven,Powers,Consumer
2788,Jane,Nelson,Consumer
1438,Jason,Smith,Consumer
2960,Megan,Rogers,Consumer
11350,Brittany,Lynch,Consumer
6146,Mary,Rowe,Consumer
3825,Mary,Ward,Consumer
12065,Mary,Hogan,Consumer
9700,Mary,Smith,Consumer
11527,Karen,Smith,Consumer
4101,Michelle,Collins,Consumer
11060,Robert,Smith,Consumer
9401,Mary,Fritz,Consumer
11772,Mary,Smith,Consumer
10040,Susan,Curry,Consumer
65,Jennifer,Smith,Consumer
6925,Mary,Smith,Consumer
3635,Catherine,Flowers,Consumer
10756,Mary,Carlson,Consumer
5469,Mary,Bradley,Consumer
7989,Elizabeth,Douglas,Consumer
11835,Tammy,Smith,Consumer
3858,Martha,Smith,Consumer
12050,Mary,Smith,Consumer
3660,Roger,Smith,Consumer
7980,Jennifer,Ortiz,Consumer
4621,Doris,Smith,Consumer
10690,Michael,Gonzalez,Consumer
484,Shirley,Richardson,Consumer
1658,Dylan,Conner,Consumer
5832,Jennifer,Scott,Consumer
3711,Jordan,Palmer,Consumer
2628,Madison,Myers,Consumer
898,Cheryl,Smith,Consumer
2114,Timothy,Vega,Consumer
5440,Mary,Malone,Consumer
5867,Beverly,Jackson,Consumer
11417,Kenneth,Whitney,Consumer
1952,Ashley,Smith,Consumer
4397,Diana,Wright,Consumer
7000,Amber,Smith,Consumer
391,Gloria,Greene,Consumer
3764,Ethan,Smith,Consumer
2458,Mary,Smith,Consumer
6140,Willie,Smith,Consumer
4242,Benjamin,Arroyo,Consumer
6846,Joe,White,Consumer
6657,Alan,Gilbert,Consumer
5490,Mary,Richardson,Consumer
9908,Benjamin,Smith,Consumer
2362,Samantha,Smith,Consumer
771,Patricia,Smith,Consumer
12233,Karen,Small,Consumer
10039,Mary,Butler,Consumer
5105,Mary,Smith,Consumer
1790,Kimberly,Sherman,Consumer
4790,Mildred,Smith,Consumer
12226,Nicholas,Smith,Consumer
12330,Mary,Roy,Consumer
6727,Mary,Velasquez,Corporate
11625,Mary,Rios,Corporate
2023,Mary,Fox,Corporate
9392,Sean,Smith,Corporate
10664,Mary,Bush,Corporate
2021,Theresa,Smith,Corporate
2649,Robert,Smith,Corporate
8208,Edward,Wheeler,Corporate
11723,Laura,Smith,Corporate
8570,Mary,Cunningham,Corporate
12399,Phillip,Carter,Corporate
1846,Andrew,Harper,Corporate
5016,James,Rangel,Corporate
5549,Kathryn,Smith,Corporate
8313,Mary,Smith,Corporate
2592,Kyle,Edwards,Corporate
1911,Mary,Smith,Corporate
6786,Robert,Smith,Corporate
5900,James,Kaiser,Corporate
6419,Mary,Smith,Corporate
7283,Margaret,Carpenter,Corporate
9053,William,Smith,Corporate
2844,Robert,Smith,Corporate
8829,Charles,Smith,Corporate
8715,Mary,Adams,Corporate
6068,Michael,Green,Corporate
7452,Mary,Goodman,Corporate
10088,Emma,Osborne,Corporate
5525,Kevin,Smith,Corporate
4645,Steven,Smith,Corporate
4822,Mary,Smith,Corporate
10911,Teresa,Rodriguez,Corporate
7281,Mary,Smith,Corporate
11308,Angela,Trevino,Corporate
3832,Mary,Carey,Corporate
2093,Justin,Jennings,Corporate
5175,Mary,Sullivan,Corporate
1378,Mary,Brooks,Corporate
10100,Sean,Navarro,Corporate
1314,Mary,Smith,Corporate
6222,Stephanie,Smith,Corporate
7975,Eugene,Davila,Corporate
3645,Martha,Guerra,Corporate
7370,Paul,Hanna,Corporate
2778,Mary,Cooper,Corporate
6873,Steven,Smith,Corporate
6232,Janet,Webb,Corporate
7710,Katherine,Smith,Corporate
8455,Brian,Vega,Corporate
445,Mary,Smith,Corporate
5083,George,Valentine,Corporate
9921,Katherine,Smith,Corporate
518,Elizabeth,Smith,Corporate
656,Julie,Smith,Corporate
3295,Maria,Joseph,Corporate
3639,Danielle,Edwards,Corporate
6271,Mary,Gutierrez,Corporate
1607,Mary,Ortiz,Corporate
616,Nancy,Mcclure,Corporate
6480,Ryan,Austin,Corporate
1836,Howard,Lee,Corporate
11463,Mary,Smith,Corporate
5534,Elizabeth,Smith,Corporate
4732,Mary,Pierce,Corporate
1083,Mary,Herman,Corporate
7282,Jennifer,Clark,Corporate
11405,Mary,Smith,Corporate
9678,Scott,Smith,Corporate
11409,Mary,Hill,Corporate
4470,Mary,Smith,Corporate
5017,Joyce,Smith,Corporate
618,Mary,Davis,Corporate
8545,Emily,Bryant,Corporate
8491,Kelly,Smith,Corporate
5203,Mary,Chandler,Corporate
12010,Melissa,Baker,Corporate
6183,Mary,Gray,Corporate
3850,Christina,Nelson,Corporate
12046,Joyce,Smith,Corporate
11609,Alice,Lozano,Corporate
5025,Paul,Stevenson,Corporate
4300,Michael,Lucas,Corporate
11150,Mary,Jones,Corporate
5467,Mary,Page,Corporate
649,Mary,Smith,Corporate
1523,Daniel,Smith,Corporate
1641,Ruth,Cox,Corporate
3022,Jose,Smith,Corporate
4225,Amy,Wright,Corporate
8974,Mary,Schultz,Corporate
5599,Mary,Galvan,Corporate
6082,Mary,Smith,Corporate
9901,Mary,Smith,Corporate
4444,Russell,Sullivan,Corporate
1616,William,Johnson,Corporate
6696,Mary,Spencer,Corporate
6299,Richard,Robinson,Corporate
10934,Tiffany,Walker,Corporate
2473,Mary,Smith,Corporate
3428,Madison,Joseph,Corporate
11959,Kimberly,Clark,Corporate
276,Christina,Wright,Corporate
110,David,Miranda,Corporate
6304,Justin,Parker,Corporate
3457,Mary,Weaver,Corporate
6784,Brian,Weber,Corporate
8675,Zachary,Smith,Corporate
11066,Mary,Robinson,Corporate
7826,Mary,Smith,Corporate
10899,William,Soto,Corporate
2701,Christine,Smith,Corporate
5507,Carl,Thomas,Corporate
3137,Elizabeth,Smith,Corporate
11931,Elizabeth,Howell,Corporate
1700,Ronald,Mills,Corporate
9993,Mary,Scott,Corporate
10612,Anna,Smith,Corporate
10569,Mary,Smith,Corporate
8558,Peter,Wilson,Corporate
3353,Mary,Smith,Corporate
4085,Mary,Carr,Corporate
2857,Eric,Smith,Corporate
3671,Mary,Johnson,Corporate
10602,Mary,Smith,Corporate
8906,Mary,Hurst,Corporate
6914,Mary,Smith,Corporate
11083,Evelyn,Morrison,Corporate
3398,James,Hardin,Corporate
4729,Robert,Kaufman,Corporate
11823,Mary,Wilkerson,Corporate
4172,Mary,Ochoa,Corporate
5020,Lawrence,Weeks,Corporate
2071,Walter,Howard,Corporate
7790,Edward,Castaneda,Corporate
9971,Mary,Smith,Corporate
22,Joseph,Smith,Corporate
10857,John,Smith,Corporate
2859,Mary,Pope,Corporate
3199,Ashley,Hernandez,Corporate
2798,Michelle,Petersen,Corporate
5100,Stephen,Smith,Corporate
2027,Jennifer,Mills,Corporate
10634,Mary,King,Corporate
291,John,Smith,Corporate
11236,Mary,Smith,Corporate
3028,Ashley,Walton,Corporate
5601,Deborah,Roberts,Corporate
7340,Charles,Taylor,Corporate
5104,Kevin,Raymond,Corporate
4314,Catherine,Curry,Corporate
7176,Mary,Hudson,Corporate
10068,Mary,Gates,Corporate
11972,Henry,Smith,Corporate
11446,Mary,Ramos,Corporate
3631,Mary,Smith,Corporate
12136,Mary,Smith,Corporate
5018,Jerry,Gibson,Corporate
1311,Jacob,Wheeler,Corporate
9490,Mary,Glass,Corporate
11263,Mary,Keller,Corporate
4885,Kenneth,Smith,Corporate
5263,Benjamin,Taylor,Corporate
5673,Jean,Dunn,Corporate
3697,Mary,Hobbs,Corporate
10313,Mary,Ball,Corporate
8954,Mary,Hayden,Corporate
5859,Ronald,Wilson,Corporate
343,Douglas,Joseph,Corporate
3734,Katherine,Smith,Corporate
4663,Paul,Smith,Corporate
11457,Jonathan,Smith,Corporate
4318,Mary,Fletcher,Corporate
10164,Mary,Parsons,Corporate
7996,Mary,Lindsey,Corporate
7602,Brian,Mitchell,Corporate
1205,Mary,Powell,Corporate
11503,Juan,Curry,Corporate
7438,Donald,Smith,Corporate
8647,Andrea,Shaw,Corporate
6682,Samantha,Smith,Corporate
3459,Mary,Wright,Corporate
3515,Mary,Sims,Corporate
11708,Laura,Smith,Corporate
9277,Donald,Davis,Corporate
4301,Emily,Smith,Corporate
9318,Mary,Stanley,Corporate
9773,Mary,Smith,Corporate
7278,Mary,Liu,Corporate
2603,Mary,Taylor,Corporate
9915,Mary,Pollard,Corporate
9157,Nicholas,Smith,Corporate
9991,Philip,Richardson,Corporate
2161,Mary,Mercer,Corporate
5789,Katherine,Smith,Consumer
1991,Lori,Wells,Consumer
2360,Denise,Smith,Home Office
1209,Mary,Webb,Consumer
11032,Mary,Welch,Corporate
3421,Kathryn,Norris,Corporate
11830,Mary,Evans,Corporate
34,Mary,Smith,Corporate
1303,Mary,Contreras,Corporate
7648,Samantha,Smith,Consumer
736,Carol,Gill,Consumer
8254,Jesse,Esparza,Consumer
7774,Mary,Smith,Home Office
8412,Tiffany,Wagner,Home Office
11837,Stephanie,Smith,Consumer
186,Diane,Jones,Home Office
369,Madison,Sheppard,Corporate
5405,Hannah,Deleon,Consumer
12163,Mary,Smith,Consumer
4011,Victoria,Gallagher,Corporate
5216,Mary,Pitts,Corporate
7475,Joan,Smith,Corporate
7291,Mary,Smith,Corporate
7590,Robert,Johnson,Home Office
12373,Mary,Herman,Home Office
9792,Judith,Bailey,Home Office
797,Carl,Rodriguez,Consumer
11132,Jonathan,Washington,Home Office
9682,Johnny,Smith,Corporate
4153,Kathleen,Torres,Consumer
7479,Emma,Smith,Corporate
2069,Alice,Ellison,Corporate
5715,Kelly,Smith,Corporate
11699,Mary,Atkinson,Consumer
7892,Michael,Hayes,Consumer
8042,Mary,Smith,Corporate
11072,Nathan,Anthony,Home Office
6800,Christine,Ford,Corporate
8124,Peter,Smith,Consumer
9059,Michael,Mills,Home Office
8451,Janice,Novak,Corporate
10960,Danielle,Browning,Corporate
6662,Mary,Rocha,Consumer
8116,Melissa,Smith,Consumer
9925,Mary,Miller,Consumer
7129,Mary,Wyatt,Corporate
6660,Christine,Smith,Home Office
8063,Mary,Newman,Consumer
3304,Amanda,Gibson,Consumer
2948,Mary,Brown,Consumer
1970,Mary,Smith,Corporate
11020,Laura,Smith,Consumer
11311,Julie,White,Home Office
4106,Angela,Fisher,Consumer
1588,Mary,Smith,Corporate
1976,Jacqueline,Salazar,Corporate
7352,Debra,Smith,Consumer
2263,Mary,Smith,Consumer
7315,Mary,Smith,Home Office
11444,Kathleen,Patrick,Corporate
12293,Mary,Smith,Consumer
6922,Mary,Smith,Consumer
1602,Stephen,Huang,Home Office
11415,George,Smith,Corporate
6311,Mary,Lloyd,Home Office
7974,Mary,Shaw,Consumer
4388,Richard,Moore,Consumer
3889,Mary,Smith,Consumer
5612,Mary,Huang,Corporate
4863,Elizabeth,Smith,Corporate
11565,Rose,Pena,Consumer
11880,Mary,Smith,Consumer
5603,David,Smith,Corporate
5763,Mary,Smith,Home Office
1603,Mary,Smith,Consumer
10436,Eric,King,Consumer
3756,Mary,Watson,Corporate
2575,Mary,Carroll,Consumer
10269,Mary,Flowers,Consumer
277,Roger,Hunt,Corporate
3979,Mary,Wagner,Corporate
11390,Mary,Williams,Corporate
2102,Mary,Parks,Corporate
3833,Robert,Smith,Consumer
1894,Michael,Flores,Home Office
4809,Elizabeth,Gonzales,Corporate
531,Paul,Burns,Corporate
12237,Mary,Holmes,Consumer
4847,Michael,Smith,Home Office
8536,Anthony,Smith,Consumer
6586,Mary,Bell,Consumer
10620,Mary,Smith,Corporate
9295,Jane,Smith,Consumer
7982,Ronald,Hall,Corporate
4619,Mary,Nelson,Consumer
2188,James,Patel,Corporate
6525,Mary,Taylor,Consumer
9452,Patricia,Brown,Home Office
6568,Mary,Wilson,Consumer
8486,Joseph,Cain,Consumer
8082,Pamela,Smith,Consumer
